photoID,centerPoint/x,centerPoint/y,radius
PHOTO_ba9babca96abca3cd29adf99fda9c2b2f,0.8352,0.3851,0.0828
PHOTO_89bb220a9b85d85a9c4bdb8d1ba0baec7,0.9865,0.282,0.0333
PHOTO_fad6b9dbba8acd28c62d7a2569c479a9d,0.7891,0.7721,0.0821
PHOTO_9e9f9c62cacc9b3cc9bde826dca29e3cc,0.3667,0.949,0.0742
PHOTO_b2ac9bc9dd993dcc9301dede0b878ebcb,0.1223,0.9072,0.0705
PHOTO_d9adbca9fba9d0b5dc9dc7cc0f575b64d,0.845,0.5829,0.0579
PHOTO_abcd5cabdd79ababc985c0dbbcf9946aa,0.5933,0.5877,0.0379
PHOTO_f499d5d989d430b838c78bcda5b793dab,0.9828,0.8095,0.0386
PHOTO_6c6cbbbc2cdccd9dfeb69c981d044ccbb,0.2677,0.8581,0.0114
PHOTO_2bd9baa2db2cb9bcacc4a3dac9b6bcc99,0.7469,0.9472,0.0811
PHOTO_aa9dcacca9c49c454ca9db17ac4aeeada,0.8691,0.2752,0.0594
PHOTO_ffcca93a8673ac3bcca655603930c1a3c,0.9405,0.6995,0.0504
PHOTO_5bc5ab1d9d9b2c99c6ecd8ce9d19883b3,0.1318,0.8447,0.0595
PHOTO_a0bbc9950cbbfcdc89ca66a3949aaf92c,0.2495,0.5922,0.0792
PHOTO_8a4a98591d3bac8c6daaadbb89a9ba019,0.4561,0.7394,0.0631
PHOTO_55743bdccdc3b0cb8d8dbadac25b8298d,0.3104,0.1736,0.0738
PHOTO_59cbcc8ba184cca1c9b4b5b7428a4779d,0.2367,0.2399,0.0102
PHOTO_fb7820c4ac98adaeb0a411859bc7c1b2a,0.7094,0.9886,0.014
PHOTO_ec94bba9de59ed4b9c3dced705fc69b9b,0.2421,0.8023,0.0879
PHOTO_cd9dbeabad9c8abbcb739a6a630a7b9df,0.6977,0.693,0.0359
PHOTO_d5bddcdb08b5c178cdc8dbcbaeb1a4c94,0.8669,0.7205,0.0267
PHOTO_5dceadeb698c9ccb4ac38bbbcebc2099a,0.3453,0.9956,0.0215
PHOTO_54dcfaa56abcfac86bed5a8d63bd2ca9c,0.8594,0.4317,0.0218
PHOTO_7d8cc94d20c9fca50dccc9fe8bac6decc,0.5443,0.5918,0.0393
PHOTO_20a933a228c7b1c9cadd48ac31cab902e,0.8084,0.2433,0.0591
PHOTO_fdbb72c5bd506cbcad99adfd9bacfcd5b,0.2368,0.1744,0.0708
PHOTO_87b91b89adc9a7dcb9fcb6ce8af4b9cbb,0.6846,0.705,0.0477
PHOTO_fd74386268d2a5bbb0c7c3d4bbc9aec9b,0.6276,0.327,0.0659
PHOTO_0bb93d820a8f8a91caa1ed9cb49be9b8d,0.8957,0.7643,0.017
PHOTO_8aab391c2d331b98bb6890dbf8186e999,0.2937,0.8388,0.0189
PHOTO_7dcadd58153a9a9ce9bddcdd5de6ddab1,0.5013,0.6341,0.0645
PHOTO_9964b9c65dacfddba2c9242957ebc99b1,0.75,0.6816,0.0116
PHOTO_7af596db969db48df4bcd5bf617fb9dd9,0.8177,0.4822,0.0394
PHOTO_6b787d5d2e59f78d2da6b9a0f3d5c9be9,0.1924,0.8054,0.0974
PHOTO_3dabb8c310fdeacdbc67ba81ccdb4cddd,0.6736,0.837,0.042
PHOTO_6bc9b07b95bbb0d8c8bdb9bbfa84d739d,0.5565,0.2077,0.0463
PHOTO_cc9cb9c8bab19523229da87ca94a916bb,0.448,0.6971,0.0493
PHOTO_d871c1bbbc5ace9c9ddc7fa8d9cb80d66,0.5542,0.3227,0.0185
PHOTO_75ad569aa9babbc9fce9bde8a7b19c4dc,0.9062,0.8086,0.059
PHOTO_b9ae6ae8cdaddcad6973d3cceacdbb4c0,0.4659,0.2452,0.0596
PHOTO_e5acca7a8ca3ccc8c609b4b0c819abfcb,0.3991,0.9531,0.0857
PHOTO_f6daa5db9a962bc9ea06aecc4648b7da9,0.4594,0.3512,0.0393
PHOTO_d5c3db9fb7a94afabdca2a9aeaadacda4,0.2572,0.4934,0.0331
PHOTO_0dbdb4b8ddbbd1ea4c91de5188bc45cdd,0.243,0.4963,0.0124
PHOTO_4f999adac0b90acb8ebbd9da98a9d9aad,0.3711,0.4131,0.0556
PHOTO_fa9c5db296fdcec9b3a6918abeaddd978,0.2415,0.2767,0.029
PHOTO_5c96b2b9d2b17a35a9b50721acec9fbbb,0.1897,0.7474,0.0722
PHOTO_5acd9c9ba19973b1877029829968abb8d,0.3028,0.1843,0.0597
PHOTO_09b0698bddfaaca593995cdc89cb9dab8,0.2094,0.933,0.029
PHOTO_7cb4528cccda39ef8d73ace9b97b33ccc,0.6576,0.1696,0.0126
PHOTO_ed7c3903cb557d4a28aaca5dd8bba9bdb,0.3357,0.2512,0.0458
PHOTO_9cbbdbddc2d4dd9a9c8ba8b31d6a28cc8,0.6713,0.8387,0.018
PHOTO_0f9bded8bceedeaad174c721bc9abb0df,0.7767,0.8359,0.0442
PHOTO_8790daedcbbd86ddcdc98dd9a056c8bab,0.1586,0.7679,0.0874
PHOTO_68c1cdaa20a7c1baec9408a9c89a7b43c,0.8177,0.9037,0.0646
PHOTO_3aca79c38d9897962cda88dcc6b3bad50,0.4573,0.5008,0.0864
PHOTO_163adbcacbead19c3a4bbcbb20a4bc43b,0.3574,0.8162,0.047
PHOTO_8a80db42d91dabdddb2bdca991c18a133,0.1641,0.7463,0.0391
PHOTO_99b35ec9c90d89d9f06e9cbba436baf85,0.15,0.2836,0.0421
PHOTO_5cbee0a8a9081a78261dc99bcdd1b98ba,0.7665,0.2255,0.0169
PHOTO_2cc6ac98ac0319b299db56b47dc2cd5cd,0.1592,0.9942,0.0991
PHOTO_cb8d8abcbeabd18a89edccad5a8f9ca4a,0.1489,0.3085,0.0221
PHOTO_73aaf4e04ab9cab2ddd9dcacccadc79ec,0.9185,0.6353,0.0781
PHOTO_2ddddc07b09cbdd9b87d82b50d9d2bdab,0.5906,0.93,0.0352
PHOTO_7babc63299abd8e5ad95398aac68590ce,0.1538,0.455,0.0404
PHOTO_6dbc7725bd9b0b9ed8fda4bddfd8bc24a,0.2671,0.195,0.0748
PHOTO_462d7a83b9bda909aad89d9a3a9c9b58a,0.354,0.4783,0.094
PHOTO_ddbc68e7929a9f1a36c906aeca9f88de8,0.509,0.7768,0.0182
PHOTO_7bc1c02b9cd9ab5c8d796a496cacab9ab,0.7346,0.7092,0.0298
PHOTO_62ddaffc7cfc2989cc8c6bc8bba5bdaa4,0.3807,0.8346,0.0948
PHOTO_5a9fc1cdead9dccd93d995bcd7aad9afd,0.1979,0.81,0.0786
PHOTO_6deb51c8a8b3cdac819caddaaa5aca8b9,0.6641,0.332,0.096
PHOTO_08db5b6730a3953c4ea0eaeb9bcd5ad0d,0.6751,0.6387,0.0991
PHOTO_3b7461b0c2b9fc0d9dd9bad49f7bacc30,0.1286,0.6339,0.0468
PHOTO_aab71c2e2c9f0a981c8ad7f169b3aaada,0.1698,0.21,0.0615
PHOTO_0a4c9eacbc99e9e9d2ccd51d9c37abc39,0.4462,0.7378,0.02
PHOTO_46d9a0d8d7dcc3ecd9fb899c5c89192db,0.9063,0.4892,0.045
PHOTO_ebab9a9d44a9bb31ea5cc4a49adc4a798,0.5634,0.1865,0.0156
PHOTO_9cac121abefb4a5d0bad9db1077d21769,0.3829,0.2308,0.0427
PHOTO_5086372dadb6b715a80cec8b2ab96c0b1,0.8896,0.4334,0.0558
PHOTO_cbbdb8d6bca4ca2f1aca7cfb5cccb9272,0.344,0.4026,0.0279
PHOTO_0fc9098900cb9739ddad95cda886e87cb,0.5609,0.2458,0.037
PHOTO_6bbab8b83a8cb5bddd9cd9b9daabcc39b,0.4965,0.9546,0.0497
PHOTO_29a39ec6a96c88a59aacb1ca8aa99c9ca,0.6285,0.5838,0.0858
PHOTO_3abd8a8a95fc9bd8b7a9f49b80bb2ab6d,0.697,0.2134,0.0773
PHOTO_6cccdb0a725909c985c9da3a9a8db7d79,0.3144,0.2678,0.0448
PHOTO_5f9ca38ad9dbb0df4c38fafbd08e2bc7d,0.6228,0.8251,0.051
PHOTO_fed4cd6180358cbbba0d68d5adafbd892,0.778,0.1189,0.091
PHOTO_c964dbd8d92bb5a0d5d98bfec0cc9d0bf,0.9514,0.8297,0.0232
PHOTO_c859c0bbdc989cba6dc5ea9c0a9c4df48,0.5131,0.4653,0.0858
PHOTO_5cf3bccbdaacd99ca0ea092a59d5994ca,0.6462,0.4565,0.0902
PHOTO_c643df9b3f96d3c26bc9c9abedd7cbd89,0.3766,0.3895,0.045
PHOTO_0c3a9ccd5faaacd19dd67aaaa5279d0b8,0.4471,0.3927,0.0529
PHOTO_bc9ceac3e88a9cc9ba18c8209dcaaecd6,0.7371,0.6497,0.0496
PHOTO_8b8950edd3c068999f12458d89aeaba00,0.9994,0.9862,0.0175
PHOTO_fdad5dd79eba4bb94ad4b275cbcab0d9d,0.873,0.593,0.0416
PHOTO_6bccabb9a4641b93fcb16a3ea4d95194f,0.494,0.2613,0.049
PHOTO_bdfdda2a1ca0a8ad9a414afd1abacd9a0,0.9267,0.5768,0.0495
PHOTO_a06d0dbdeb6c0dd8d099fc9d9869dc96b,0.9856,0.898,0.0314
PHOTO_c56ea09d90ccdf132a3d5ccd1a8fededa,0.7042,0.2971,0.0583
PHOTO_dc57a5bdcd9adfdbfd918c029dd2b2bac,0.3392,0.7864,0.0171
PHOTO_680ddc862a93362db3dcd83ad1e81ccb8,0.2862,0.1176,0.0288
PHOTO_89b9ba9bdadfc15cb49c08d9bb3ae4e1a,0.9296,0.8936,0.0449
PHOTO_69b997c9cbb2cccad1b6dc5a3bbabdbaa,0.9601,0.9356,0.0813
PHOTO_99498dd8ecc9e378d4ddb04cdb9cdc0b9,0.9735,0.209,0.0243
PHOTO_3c81d4dcb72bab097d8ed9ab1b26f7cfb,0.1933,0.6307,0.0392
PHOTO_bfcbd9f865a99ae98ad8498b89dad1ca0,0.2025,0.7939,0.0736
PHOTO_11caad69fab3a99bb378da19eb941aa12,0.7655,0.1951,0.0761
PHOTO_fa5c8b56d0bb98dadccc9d9964aba0214,0.3949,0.6379,0.0304
PHOTO_62b29a89511ddebfa9cd9c4c95c59acd9,0.4792,0.6883,0.0747
PHOTO_7a992c5fbb2a6db31abcdb59c5c920f51,0.4052,0.3759,0.0214
PHOTO_d5aa19dddb8d90b6cc66853c4890283a9,0.3352,0.9237,0.0612
PHOTO_eabfadb2bd3adbdd61b71b93cdaabada5,0.9274,0.659,0.0746
PHOTO_6bbdd6d6b2ae80ce9e956c8bbadabc9dc,0.8476,0.2763,0.0774
PHOTO_6214ac62da6d684ca95b8ebbdcacd992a,0.6204,0.8464,0.0914
PHOTO_3d9ea188d60ddbcb649f99cb91aab9bac,0.5108,0.7557,0.0871
PHOTO_f1aae0ee09d6c1a4fa10ad842ddc4ad90,0.3299,0.8567,0.0979
PHOTO_6de3dccaddd93ba30fe99dc5223ba6b95,0.7954,0.583,0.0161
PHOTO_20f298edb7cc913d8abb4d54d88a1aa04,0.8255,0.4758,0.064
PHOTO_4cad9ccb89d9568b8bf41c4aaafd6025d,0.8823,0.1543,0.0859
PHOTO_691ecd408cdaa92dab9b5b9afc8d99b7e,0.8223,0.6699,0.0513
PHOTO_f8cccefc3a899900dcdb911eacc76685d,0.7245,0.5543,0.0674
PHOTO_4593ae7acddaafafc486cb10bbab1cdc9,0.7972,0.2558,0.0924
PHOTO_3bbccdb9bd947d87e9cc8bb18dfa2bd9a,0.7467,0.7039,0.0648
PHOTO_2a7dd0a9cc6bc7c3ba9d90dd8c8b8d999,0.805,0.1619,0.0259
PHOTO_59dca9bbd9bbcc7a8ebb952d7cb3dd66a,0.3022,0.3236,0.0405
PHOTO_f09900dacdcaaffc165a28a138b5da5dd,0.5726,0.5046,0.0369
PHOTO_19b9d4a81bfa96cfba85b9cbdcb82a99a,0.8707,0.8843,0.0576
PHOTO_98dd402c2989a999ddc58ccaa89b94666,0.3013,0.1875,0.0623
PHOTO_c423dac6ad5d26d9bdc2ba9bdb3dba988,0.7579,0.2702,0.0961
PHOTO_0bddca3dab8ada1dc67aa659a8dae21d1,0.9223,0.506,0.0472
PHOTO_bba7ab4bfd7abb4be6b839bacedd09cf8,0.3561,0.1764,0.0605
PHOTO_f0bc6b8f09b23bb429bcbbacb31fada9d,0.5741,0.69,0.0921
PHOTO_cbcc9bcd5d69bdc65fddc9911db8b4da3,0.6009,0.9018,0.0257
PHOTO_40d75b6d955cc57a58da3afa65c4984b9,0.4715,0.4652,0.0697
PHOTO_4dc999cdc92badb449d9599ab95dbc8fc,0.6085,0.8194,0.0794
PHOTO_ea99da59c91ddd6b9ac7c29c9b68981aa,0.2908,0.8827,0.0581
PHOTO_a3b8a5c6eb968db43b185cb91cd2a5cbd,0.4142,0.5374,0.0645
PHOTO_eab2a00d0c98e5aa4d9cdb8aab9ccf7a9,0.8602,0.267,0.0293
PHOTO_a09ca1cbbc4cbdc5d1599b4c79b99a94c,0.6867,0.1879,0.0164
PHOTO_29b619990a999a89cb8c8a9bca80863ad,0.9436,0.717,0.0377
PHOTO_cc751e09a57ca4309d9aa0d8d0cadd8c9,0.344,0.3757,0.0805
PHOTO_a68c720cdb4b8d99aab5dbdada2f90fba,0.5051,0.7398,0.0337
PHOTO_8bbdbe489feb9ab5d7afbd1b2fbbc957b,0.1449,0.3999,0.0211
PHOTO_6cd99590d2cdd58bcbdaca9bab1dab999,0.2646,0.3757,0.0979
PHOTO_4b852ed7cd7cb909b9baccaabdba96e7a,0.9824,0.2082,0.0823
PHOTO_9526014aabbddbb1b909e8abd7a9bd9da,0.5305,0.8903,0.0858
PHOTO_ddfb8d99dc59ddd964c6cc8d3dbe99d9f,0.3103,0.5799,0.0228
PHOTO_6915baf9bc7bdccac9ce6c9661d06bbbd,0.9807,0.6852,0.0455
PHOTO_f8dd98b8ad53fa1b3b887a69a98da9c9a,0.7822,0.8682,0.0824
PHOTO_bb7bfedb9abca4ac4db9a04bdbdf349cd,0.7153,0.8468,0.086
PHOTO_da49b7aac689b29ccd03daa8b91d4a8b5,0.5913,0.3935,0.0129
PHOTO_fe1b85fbc3a88b9c9393a76bd2bac9bc8,0.9909,0.2238,0.0363
PHOTO_fb98cc83d7d896ac918bccafb9d2a2dc5,0.6679,0.7791,0.0174
PHOTO_cacb99993cad3c3cdaa919c17aabdbaaa,0.8168,0.1124,0.0205
PHOTO_49a9d9c9ad55d59caa9bb78851a1addeb,0.4913,0.7104,0.0585
PHOTO_698dd2da7cccada9c7b3f4bbbcbdbded9,0.1342,0.4823,0.016
PHOTO_fbb0db5b9897c9a69d9e9b13dc1bc84eb,0.1066,0.6455,0.0513
PHOTO_7ab5a88a07355bb99b02dfd0cd8ca09c2,0.6071,0.1023,0.0598
PHOTO_19bcbf8aa0cfbb789b9df2dd9b55badbb,0.2349,0.937,0.0479
PHOTO_8bbdb5a9d9bbda9cddbadfeda74b6bdea,0.5101,0.1242,0.0801
PHOTO_fc989a958e44aebcbc1d99b2cd98bd0d5,0.6051,0.6921,0.0845
PHOTO_eecdbf39c8afdd93660c8bd2d1261c25c,0.149,0.2961,0.0167
PHOTO_1d2bcc20caa5dcdf2adbddbb997c9aa36,0.9674,0.9465,0.0415
PHOTO_f9ac49d794965be7cdd859badaf998957,0.7846,0.6473,0.0274
PHOTO_cf8414c8dbbacacd8d47bd29c2c9ba31f,0.9839,0.3157,0.0604
PHOTO_a3b97fa5ad0a9ad913dc58dadcd43c538,0.9583,0.1995,0.0436
PHOTO_7bbbcbd8a95afcd967db8d8eb7b87da2c,0.7823,0.4059,0.0919
PHOTO_7bc982bcb14b79490cdb9386bdab9fc0a,0.1856,0.8881,0.0827
PHOTO_b23f9c5c0b4bbdac1c79d599b8ab18c2f,0.4866,0.253,0.0135
PHOTO_0bbcda1489aaaefbdda6b7ba44bb86ddb,0.5953,0.2462,0.044
PHOTO_e8eb94b4da88ea5099bd55f4cd8da98ec,0.9386,0.9943,0.0168
PHOTO_db3a9dcabebf49013badbb8cfa9aa79ea,0.8189,0.3473,0.0747
PHOTO_ecc461c7dbbc38a0ccccfc02d72d1cd38,0.6259,0.63,0.0572
PHOTO_62d9b73c9b9bb0c37bc6f3bb90adddc9a,0.2785,0.2544,0.0988
PHOTO_04cc39b5d29c68c9bc9bdfdb2ccaaacd4,0.3114,0.9478,0.0438
PHOTO_0c397ccb429cdc23ccab93caab6accab8,0.6521,0.1188,0.0742
PHOTO_3e4d09ebcc891dca09609cd3d96d1dbc7,0.3165,0.9387,0.0481
PHOTO_e70a02c872afa9dbab29d019b7c8ddbbe,0.5877,0.1138,0.039
PHOTO_0cec89c0dcacba20216b93d9c502dcda4,0.1734,0.5413,0.0332
PHOTO_1caadc794bbc8a4d83abc3db3c826d9a9,0.5707,0.8876,0.0777
PHOTO_79bbd9dddc8acba9bdf8fdadc389bbfb3,0.5778,0.8029,0.0557
PHOTO_404f290a9186cac9baa9d78485aadafa7,0.1444,0.8664,0.0419
PHOTO_4be0aa499accd6da2a4afc85bdaabc2da,0.1083,0.7393,0.0581
PHOTO_d55a89ccfa00dbcc3bd149cbd94a5cc9b,0.9326,0.6625,0.047
PHOTO_6a0b9bbbc98aaa892b916ba89189b9a1f,0.1101,0.353,0.0617
PHOTO_a4acb99ad6ac18ccfacda99b9bae88b92,0.7083,0.8515,0.0883
PHOTO_cafb8999b6f6aeea490dbc399cdd8caea,0.9672,0.1228,0.0417
PHOTO_6bdcc99db589dd9c3adc9e9bcddb1c0cc,0.9448,0.7966,0.0955
PHOTO_275bfddc3b80a33d5d9acd98e7735c50e,0.2111,0.1732,0.0472
PHOTO_144cba99ddd2ca7c9cbaa29d6bd4eccaa,0.8007,0.6801,0.0241
PHOTO_9c605ac18e873ddad1b923472deb9a4ce,0.698,0.6703,0.0839
PHOTO_8a1bb9b65cacc3a3c9d7c9dda69e9faae,0.1407,0.9674,0.0379
PHOTO_f5a2e5a2a4c9a49d9e4bcaada6c84987a,0.5907,0.4266,0.0553
PHOTO_cbbe3a8bca1c7c8a5aa7ecd2deb7fdbcb,0.5938,0.7264,0.0751
PHOTO_26c9d84ccbabdc3a82a94194ac5eb9dad,0.7144,0.4803,0.0216
PHOTO_fa0ec69dca46d994ca2fd21cba2b9989d,0.295,0.9893,0.025
PHOTO_949adfdccd5dea336bda2d06874b603ab,0.7588,0.6007,0.0426
PHOTO_5872dab68becda6bbc840ab0bafb99cba,0.7326,0.9816,0.0733
PHOTO_dabdcdab4c67589dabad4e9bddd9cb5e0,0.6315,0.5652,0.0929
PHOTO_3497c92b7c4d1dd990accfb077b70169d,0.2768,0.1346,0.0699
PHOTO_6b1a36becbbc99882d95bcadbd8c9bb92,0.3679,0.3201,0.0407
PHOTO_4998d9a2bcc81bc91cfa9b9ccc9bcb779,0.5588,0.744,0.0329
PHOTO_1bab9da8da6bfcfdd7a3caaa395bba698,0.85,0.3723,0.0179
PHOTO_7139aa0cadb9dbbcd8e926da1b1aacb99,0.1457,0.7657,0.0798
PHOTO_eddaa1da9dcbc16f89cb4addbd43bdd92,0.6906,0.8322,0.0459
PHOTO_01b0ab1cd4d13cc9cbd8006f96ca9030c,0.6852,0.8972,0.0892
PHOTO_34b5bed5dcd6abbda893087dd0c20a9b0,0.8297,0.13,0.0127
PHOTO_7acb7971a18d92cfba8d9b8cb7e6acbdc,0.1955,0.5069,0.0607
PHOTO_2adbdad65b989bccde4dcbdc7b0a6aab3,0.6231,0.1137,0.0527
PHOTO_19f7cb089d992bf9cdbb977b9ea46cabe,0.6739,0.5179,0.0113
PHOTO_41bbd907c93115abbdeca4aadba909998,0.881,0.7124,0.0919
PHOTO_abb9ad6ac5fcaa9a9ba59a83aab8f9dc4,0.9354,0.5214,0.0502
PHOTO_692d5ca4db3f9cd07ac967bfd2089ff3e,0.8728,0.1169,0.0346
PHOTO_4bd8230bd9138bb5c206ccb9b9dac89ce,0.653,0.483,0.0219
PHOTO_3d5d9cb8c94b0d5d85e5cb9baad3dbc41,0.3989,0.7553,0.0317
PHOTO_f9cdb56897c8ba9fb39099c9df365de78,0.1763,0.3686,0.0904
PHOTO_69dcba9db9b1caace6da9df392d6cbcbe,0.6248,0.8563,0.0609
